iter	Logloss
0	0.6687300194
1	0.6451540877
2	0.6236844804
3	0.6060687836
4	0.5906357075
5	0.5757187577
6	0.5617164372
7	0.5506526282
8	0.5390131747
9	0.5281816523
10	0.5201082882
11	0.5117401616
12	0.5036559194
13	0.4966204723
14	0.4886546249
15	0.4788140533
16	0.4725286045
17	0.4672129084
18	0.462574322
19	0.4564670379
20	0.4505309854
21	0.4409998349
22	0.4369735632
23	0.4327355737
24	0.4287890362
25	0.4212315128
26	0.4123386835
27	0.4078256257
28	0.4054523612
29	0.4027854346
30	0.4003605273
31	0.3974691432
32	0.3884726566
33	0.3831192549
34	0.3768339332
35	0.3688334671
36	0.3672538979
37	0.3649925081
38	0.3605078228
39	0.3567062246
40	0.350200062
41	0.348197055
42	0.3465081749
43	0.3448060067
44	0.3419176453
45	0.3403726326
46	0.3383621081
47	0.3367585005
48	0.3328161755
49	0.3314011764
50	0.3300379154
51	0.3292519161
52	0.3284955464
53	0.327488556
54	0.3268294141
55	0.3256756217
56	0.3235967348
57	0.3230267938
58	0.3225077073
59	0.320972411
60	0.3196845226
61	0.318845558
62	0.3171111684
63	0.316296731
64	0.3150668678
65	0.3141264956
66	0.3132427031
67	0.3126274276
68	0.3113164987
69	0.310275439
70	0.3095476375
71	0.3090999194
72	0.3079634663
73	0.3062717731
74	0.3054434916
75	0.3044317076
76	0.3036645913
77	0.3033029933
78	0.3027064909
79	0.3011803589
80	0.3000961048
81	0.2998481856
82	0.2993532445
83	0.2981537879
84	0.2977476894
85	0.2962999339
86	0.295490509
87	0.2948312327
88	0.292505482
89	0.2921982052
90	0.2919556024
91	0.2907523623
92	0.2881613344
93	0.2878996679
94	0.2871288943
95	0.2868004227
96	0.2860345481
97	0.285571085
98	0.2849982466
99	0.2847382731
100	0.2840457776
101	0.2829341263
102	0.2823435857
103	0.2818351321
104	0.2813666734
105	0.2805616018
106	0.2803358259
107	0.2801107262
108	0.2794544748
109	0.2787456906
110	0.2785644951
111	0.2783904148
112	0.2782111799
113	0.2779420304
114	0.2777012571
115	0.277160685
116	0.2768883789
117	0.2764546082
118	0.2757382866
119	0.2753251413
120	0.2749504805
121	0.2747464621
122	0.2734846889
123	0.2732683671
124	0.2729273892
125	0.2725996983
126	0.2723769693
127	0.2705739949
128	0.270194723
129	0.2697804234
130	0.2685386629
131	0.2682270534
132	0.2676172157
133	0.2671536833
134	0.2669689476
135	0.2668182431
136	0.2664756006
137	0.2656472731
138	0.2650960784
139	0.2649037714
140	0.2647676722
141	0.264652041
142	0.2643547512
143	0.2639017285
144	0.263605996
145	0.2634570745
146	0.2631923304
147	0.2625711238
148	0.2624073185
149	0.261879146
150	0.26078278
151	0.2605468586
152	0.2603455054
153	0.2593881513
154	0.2585932398
155	0.2584580481
156	0.2583205204
157	0.2581844395
158	0.2578852579
159	0.257634369
160	0.2574913382
161	0.2570946624
162	0.2569156232
163	0.2566147229
164	0.2565152999
165	0.256154097
166	0.2560494842
167	0.2556440822
168	0.2555400956
169	0.2554488839
170	0.2550399427
171	0.2542298889
172	0.2539037656
173	0.2537322616
174	0.2536085004
175	0.2535192211
176	0.2532053783
177	0.2528984361
178	0.2523631574
179	0.2522592597
180	0.2517703069
181	0.2516520121
182	0.2513279314
183	0.2511344114
184	0.2508322668
185	0.2499022558
186	0.2495303456
187	0.2494090965
188	0.2492724839
189	0.2491501996
190	0.2490650153
191	0.2489347461
192	0.2488527687
193	0.2487454976
194	0.2484453027
195	0.2483731203
196	0.248169285
197	0.2478808317
198	0.2476113549
199	0.2473880359
200	0.2472599018
201	0.2471347075
202	0.2470540594
203	0.2468310182
204	0.2467391882
205	0.2463752049
206	0.2462183297
207	0.2459225223
208	0.2458042768
209	0.2457308916
210	0.2455647414
211	0.2454778054
212	0.2453681751
213	0.2452532287
214	0.2451769115
215	0.244934586
216	0.2448839058
217	0.2446876416
218	0.2446176316
219	0.2445070902
220	0.2443665749
221	0.244278915
222	0.2442022125
223	0.2441345362
224	0.243880659
225	0.2435995105
226	0.2434943744
227	0.2434063186
228	0.2433342131
229	0.2432558066
230	0.2431537312
231	0.2428887607
232	0.2426277503
233	0.2423936579
234	0.242292629
235	0.242227648
236	0.2421232914
237	0.241898384
238	0.2418385326
239	0.2416537585
240	0.2415705681
241	0.2415075423
242	0.2412559943
243	0.2409509011
244	0.2408976546
245	0.2407975464
246	0.2407487136
247	0.2405444743
248	0.240421362
249	0.2402395919
250	0.239809639
251	0.2397562751
252	0.2396556606
253	0.2395522144
254	0.2394446686
255	0.2393731942
256	0.2392582585
257	0.2391833088
258	0.2390718416
259	0.2388253721
260	0.2386961856
261	0.2386066287
262	0.2385314983
263	0.2382780878
264	0.2381387338
265	0.2375971322
266	0.2375343591
